species,country,year,variety,colour,processing_method,aroma,flavour,aftertaste,acidity,body,balance,uniformity,sweetness,moisture
Arabica,Brazil,2016,,Green,,7.25,6.58,6.58,7.0,7.0,6.42,8.0,10.0,0.11
Arabica,Honduras,2014,Pacas,Green,Washed / Wet,7.0,7.17,6.83,7.17,7.0,7.17,8.0,8.0,0.11
Arabica,Mexico,2014,Typica,,Washed / Wet,7.08,7.08,6.92,7.08,6.92,6.92,8.0,8.0,0.0
Arabica,Colombia,2013,,Bluish-Green,Natural / Dry,8.0,7.33,7.75,7.33,7.42,7.67,6.67,6.67,0.0
Arabica,United States,2014,Hawaiian Kona,Green,Natural / Dry,6.92,6.92,6.92,7.5,7.58,7.17,6.67,9.33,0.11
Arabica,Haiti,2010,,,,6.92,6.75,7.08,7.17,7.33,6.67,10.0,8.67,0.08
Arabica,Costa Rica,2014,Caturra,Green,Washed / Wet,6.33,6.5,6.33,6.83,6.33,6.5,10.0,10.0,0.11
Arabica,Mexico,2012,Mundo Novo,Green,Washed / Wet,6.92,6.92,6.92,6.92,7.17,7.0,10.0,10.0,0.12
Arabica,Mexico,2012,Bourbon,Green,Washed / Wet,6.5,6.67,6.42,7.17,7.33,6.5,8.0,10.0,0.11
Arabica,Mexico,2014,Typica,Green,Washed / Wet,6.92,7.0,6.83,6.92,7.42,6.92,6.0,10.0,0.12
Arabica,Brazil,2017,,Green,Natural / Dry,7.0,7.0,6.83,7.0,7.33,6.83,6.0,10.0,0.11
Arabica,Honduras,2014,Catuai,Green,Washed / Wet,6.67,6.5,6.17,6.67,6.83,6.17,8.0,8.0,0.1
Arabica,Honduras,2014,Catuai,Green,Washed / Wet,7.0,6.17,6.17,6.67,6.5,6.17,8.0,8.0,0.1
Arabica,Honduras,2014,Catuai,Green,Washed / Wet,7.0,6.33,6.17,6.5,6.67,6.17,8.0,8.0,0.1
Arabica,Mexico,2012,Bourbon,None,Washed / Wet,7.08,6.83,6.25,7.42,7.25,6.75,10.0,10.0,0.11
Arabica,Haiti,2012,Typica,Blue-Green,Natural / Dry,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6.0,0.14
Arabica,Nicaragua,2016,Caturra,Green,Other,7.25,6.58,6.33,6.25,6.42,6.08,6.0,6.0,0.13
Arabica,Guatemala,2012,Catuai,Green,Washed / Wet,7.5,6.67,6.67,7.67,7.33,6.67,8.0,1.33,0.1
Arabica,Honduras,2017,Caturra,Green,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
Robusta,Uganda,2013,,Green,,7.83,8.08,7.75,7.92,8.25,7.92,10.0,8.0,0.12
Robusta,India,2017,,,Washed / Wet,8.0,7.75,7.92,8.0,7.92,7.92,10.0,8.0,0.0
Robusta,India,2015,,Green,,7.92,7.83,7.92,8.0,7.83,7.92,10.0,7.83,0.0
Robusta,Uganda,2013,,Green,,8.0,7.92,7.92,7.75,7.83,7.75,10.0,7.75,0.12
Robusta,Uganda,2013,,Green,,8.33,7.83,7.83,7.75,8.25,7.75,10.0,7.58,0.12
Robusta,India,2012,,Green,,8.0,7.92,7.67,8.0,7.75,7.92,10.0,7.75,0.0
Robusta,India,2014,,Green,,7.67,7.75,7.83,7.83,7.92,7.75,10.0,8.0,0.0
Robusta,India,2017,,Bluish-Green,Washed / Wet,7.67,7.75,7.83,7.67,7.92,7.83,10.0,7.92,0.1
Robusta,India,2015,Other,Green,Washed / Wet,7.67,7.75,7.58,7.83,7.83,8.0,10.0,7.92,0.09
Robusta,Uganda,2014,,Green,,7.67,7.83,7.83,7.83,7.92,7.75,10.0,7.75,0.12
Robusta,Uganda,2014,,Green,,7.58,7.92,7.75,7.83,7.5,7.67,10.0,7.67,0.12
Robusta,India,2015,Other,Green,Natural / Dry,7.67,7.83,7.75,7.5,7.75,7.58,10.0,7.75,0.11
Robusta,India,2014,,Green,,7.58,7.58,7.67,7.58,7.67,7.67,10.0,7.5,0.0
Robusta,Uganda,2013,,Green,,8.0,7.75,7.75,7.58,7.67,7.5,10.0,7.58,0.11
Robusta,Uganda,2014,,Green,,8.0,7.67,7.75,7.5,7.67,7.58,10.0,7.58,0.12
Robusta,India,2015,,Green,,7.75,7.75,7.67,7.67,7.58,7.58,10.0,7.58,0.0
Robusta,India,2013,,Blue-Green,Natural / Dry,7.5,7.5,7.25,7.83,7.67,7.83,10.0,7.83,0.13
Robusta,Uganda,2013,,Green,,7.33,7.58,7.5,7.75,7.75,7.67,10.0,7.75,0.12
Robusta,Uganda,2013,,Green,,7.83,7.58,7.33,7.67,7.5,7.5,10.0,7.75,0.12
Robusta,Uganda,2013,,Green,,7.75,7.42,7.33,7.58,7.67,7.58,10.0,7.67,0.12
Robusta,India,2014,,Bluish-Green,,7.67,7.67,7.5,7.33,7.58,7.5,10.0,7.42,0.0
Robusta,India,2013,,Green,Natural / Dry,7.58,7.42,7.42,7.83,7.42,7.5,10.0,7.42,0.0
Robusta,United States,2012,Arusha,Green,Natural / Dry,7.92,7.5,7.42,7.42,7.42,7.42,9.33,7.58,0.0
Robusta,Ecuador,2016,,Blue-Green,,7.75,7.58,7.33,7.58,5.08,7.83,10.0,7.75,0.0
Robusta,Ecuador,2016,,Blue-Green,,7.5,7.67,7.75,7.75,5.17,5.25,10.0,8.42,0.0
Robusta,United States,2014,,,Natural / Dry,7.33,7.33,7.17,7.42,7.5,7.17,9.33,7.42,0.0
Robusta,India,2013,,Green,Natural / Dry,7.42,6.83,6.75,7.17,7.25,7.0,9.33,7.08,0.1
Robusta,Vietnam,2013,,None,Natural / Dry,6.75,6.67,6.5,6.83,6.92,6.83,9.33,6.67,0.12
